F_id,Flight_number,Fare_code,Amount,Restrictions
8135,4192,first_class,886,non-refundable
8136,4192,first_class,986,refundable
8137,4196,business,588,non-refundable
8138,4196,business,663,refundable
8139,4196,coach,396,non-refundable
8140,4196,coach,446,refundable
8141,4196,first_class,902,non-refundable
8142,4196,first_class,1002,refundable
8143,4197,business,687,non-refundable
8144,4197,business,762,refundable
8145,4197,coach,361,non-refundable
8146,4197,coach,411,refundable
8147,4197,first_class,831,non-refundable
8148,4197,first_class,931,refundable
8149,4200,business,680,non-refundable
8150,4200,business,755,refundable
8151,4200,coach,394,non-refundable
8152,4200,coach,444,refundable
8153,4200,first_class,813,non-refundable
8154,4200,first_class,913,refundable
8155,4202,business,623,non-refundable
8156,4202,business,698,refundable
8157,4202,coach,274,non-refundable
8158,4202,coach,324,refundable
8159,4202,first_class,982,non-refundable
8160,4202,first_class,1082,refundable
8161,4209,business,656,non-refundable
8162,4209,business,731,refundable
8163,4209,coach,303,non-refundable
8164,4209,coach,353,refundable
8165,4209,first_class,953,non-refundable
8166,4209,first_class,1053,refundable
8167,4212,business,678,non-refundable
8168,4212,business,753,refundable
8169,4212,coach,240,non-refundable
8170,4212,coach,290,refundable
8171,4212,first_class,890,non-refundable
8172,4212,first_class,990,refundable
8173,4232,business,639,non-refundable
8174,4232,business,714,refundable
8175,4232,coach,346,non-refundable
8176,4232,coach,396,refundable
8177,4232,first_class,930,non-refundable
8178,4232,first_class,1030,refundable
8179,4234,business,640,non-refundable
8180,4234,business,715,refundable
8181,4234,coach,316,non-refundable
8182,4234,coach,366,refundable
8183,4234,first_class,964,non-refundable
8184,4234,first_class,1064,refundable
8185,4236,business,589,non-refundable
8186,4236,business,664,refundable
8187,4236,coach,386,non-refundable
8188,4236,coach,436,refundable
8189,4236,first_class,977,non-refundable
8190,4236,first_class,1077,refundable
8191,4237,business,505,non-refundable
8192,4237,business,580,refundable
8193,4237,coach,282,non-refundable
8194,4237,coach,332,refundable
8195,4237,first_class,892,non-refundable
8196,4237,first_class,992,refundable
8197,4244,business,697,non-refundable
8198,4244,business,772,refundable
8199,4244,coach,258,non-refundable
8200,4244,coach,308,refundable
8201,4244,first_class,934,non-refundable
8202,4244,first_class,1034,refundable
8203,4247,business,612,non-refundable
8204,4247,business,687,refundable
8205,4247,coach,371,non-refundable
8206,4247,coach,421,refundable
8207,4247,first_class,957,non-refundable
8208,4247,first_class,1057,refundable
8209,4252,business,524,non-refundable
8210,4252,business,599,refundable
8211,4252,coach,288,non-refundable
8212,4252,coach,338,refundable
8213,4252,first_class,823,non-refundable
8214,4252,first_class,923,refundable
8215,4257,business,593,non-refundable
8216,4257,business,668,refundable
8217,4257,coach,255,non-refundable
8218,4257,coach,305,refundable
8219,4257,first_class,892,non-refundable
8220,4257,first_class,992,refundable
8221,4264,business,614,non-refundable
8222,4264,business,689,refundable
8223,4264,coach,295,non-refundable
8224,4264,coach,345,refundable
8225,4264,first_class,920,non-refundable
8226,4264,first_class,1020,refundable
8227,4265,business,569,non-refundable
8228,4265,business,644,refundable
8229,4265,coach,208,non-refundable
8230,4265,coach,258,refundable
8231,4265,first_class,800,non-refundable
8232,4265,first_class,900,refundable
8233,4270,business,543,non-refundable
8234,4270,business,618,refundable
8235,4270,coach,220,non-refundable
8236,4270,coach,270,refundable
8237,4270,first_class,805,non-refundable
8238,4270,first_class,905,refundable
8239,4273,business,674,non-refundable
8240,4273,business,749,refundable
8241,4273,coach,247,non-refundable
8242,4273,coach,297,refundable
8243,4273,first_class,849,non-refundable
8244,4273,first_class,949,refundable
8245,4274,business,627,non-refundable
8246,4274,business,702,refundable
8247,4274,coach,276,non-refundable
8248,4274,coach,326,refundable
8249,4274,first_class,846,non-refundable
8250,4274,first_class,946,refundable
8251,4277,business,556,non-refundable
8252,4277,business,631,refundable
8253,4277,coach,361,non-refundable
8254,4277,coach,411,refundable
8255,4277,first_class,929,non-refundable
8256,4277,first_class,1029,refundable
8257,4279,business,658,non-refundable
8258,4279,business,733,refundable
8259,4279,coach,291,non-refundable
8260,4279,coach,341,refundable
8261,4279,first_class,910,non-refundable
8262,4279,first_class,1010,refundable
8263,4280,business,624,non-refundable
8264,4280,business,699,refundable
8265,4280,coach,228,non-refundable
8266,4280,coach,278,refundable
8267,4280,first_class,840,non-refundable
8268,4280,first_class,940,refundable
8269,4291,business,521,non-refundable
8270,4291,business,596,refundable
8271,4291,coach,234,non-refundable
8272,4291,coach,284,refundable
8273,4291,first_class,819,non-refundable
8274,4291,first_class,919,refundable
8275,4294,business,567,non-refundable
8276,4294,business,642,refundable
8277,4294,coach,267,non-refundable
8278,4294,coach,317,refundable
8279,4294,first_class,888,non-refundable
8280,4294,first_class,988,refundable
8281,4295,business,522,non-refundable
8282,4295,business,597,refundable
8283,4295,coach,206,non-refundable
8284,4295,coach,256,refundable
8285,4295,first_class,877,non-refundable
8286,4295,first_class,977,refundable
8287,4300,business,520,non-refundable
8288,4300,business,595,refundable
8289,4300,coach,382,non-refundable
8290,4300,coach,432,refundable
8291,4300,first_class,875,non-refundable
8292,4300,first_class,975,refundable
8293,4302,business,651,non-refundable
8294,4302,business,726,refundable
8295,4302,coach,295,non-refundable
8296,4302,coach,345,refundable
8297,4302,first_class,826,non-refundable
8298,4302,first_class,926,refundable
8299,4304,business,647,non-refundable
8300,4304,business,722,refundable
8301,4304,coach,244,non-refundable
8302,4304,coach,294,refundable
8303,4304,first_class,818,non-refundable
8304,4304,first_class,918,refundable
8305,4308,business,534,non-refundable
8306,4308,business,609,refundable
8307,4308,coach,357,non-refundable
8308,4308,coach,407,refundable
8309,4308,first_class,950,non-refundable
8310,4308,first_class,1050,refundable
8311,4310,business,596,non-refundable
8312,4310,business,671,refundable
8313,4310,coach,260,non-refundable
8314,4310,coach,310,refundable
8315,4310,first_class,868,non-refundable
8316,4310,first_class,968,refundable
8317,4313,business,597,non-refundable
8318,4313,business,672,refundable
8319,4313,coach,354,non-refundable
8320,4313,coach,404,refundable
8321,4313,first_class,916,non-refundable
8322,4313,first_class,1016,refundable
8323,4315,business,665,non-refundable
8324,4315,business,740,refundable
8325,4315,coach,353,non-refundable
8326,4315,coach,403,refundable
8327,4315,first_class,872,non-refundable
8328,4315,first_class,972,refundable
8329,4319,business,624,non-refundable
8330,4319,business,699,refundable
8331,4319,coach,367,non-refundable
8332,4319,coach,417,refundable
8333,4319,first_class,829,non-refundable
8334,4319,first_class,929,refundable
8335,4320,business,564,non-refundable
8336,4320,business,639,refundable
8337,4320,coach,321,non-refundable
8338,4320,coach,371,refundable
8339,4320,first_class,977,non-refundable
8340,4320,first_class,1077,refundable
8341,4326,business,686,non-refundable
8342,4326,business,761,refundable
8343,4326,coach,213,non-refundable
8344,4326,coach,263,refundable
8345,4326,first_class,832,non-refundable
8346,4326,first_class,932,refundable
8347,4331,business,606,non-refundable
8348,4331,business,681,refundable
8349,4331,coach,319,non-refundable
8350,4331,coach,369,refundable
8351,4331,first_class,806,non-refundable
8352,4331,first_class,906,refundable
8353,4335,business,690,non-refundable
8354,4335,business,765,refundable
8355,4335,coach,368,non-refundable
8356,4335,coach,418,refundable
8357,4335,first_class,816,non-refundable
8358,4335,first_class,916,refundable
8359,4341,business,543,non-refundable
8360,4341,business,618,refundable
8361,4341,coach,354,non-refundable
8362,4341,coach,404,refundable
8363,4341,first_class,905,non-refundable
8364,4341,first_class,1005,refundable
8365,4343,business,514,non-refundable
8366,4343,business,589,refundable
8367,4343,coach,306,non-refundable
8368,4343,coach,356,refundable
8369,4343,first_class,817,non-refundable
8370,4343,first_class,917,refundable
8371,4344,business,517,non-refundable
8372,4344,business,592,refundable
8373,4344,coach,275,non-refundable
8374,4344,coach,325,refundable
8375,4344,first_class,886,non-refundable
8376,4344,first_class,986,refundable
8377,4350,business,636,non-refundable
8378,4350,business,711,refundable
8379,4350,coach,280,non-refundable
8380,4350,coach,330,refundable
8381,4350,first_class,841,non-refundable
8382,4350,first_class,941,refundable
8383,4351,business,576,non-refundable
8384,4351,business,651,refundable
8385,4351,coach,320,non-refundable
8386,4351,coach,370,refundable
8387,4351,first_class,971,non-refundable
8388,4351,first_class,1071,refundable
8389,4352,business,606,non-refundable
8390,4352,business,681,refundable
8391,4352,coach,316,non-refundable
8392,4352,coach,366,refundable
8393,4352,first_class,885,non-refundable
8394,4352,first_class,985,refundable
8395,4354,business,651,non-refundable
8396,4354,business,726,refundable
8397,4354,coach,265,non-refundable
8398,4354,coach,315,refundable
8399,4354,first_class,974,non-refundable
8400,4354,first_class,1074,refundable
8401,4356,business,688,non-refundable
8402,4356,business,763,refundable
8403,4356,coach,357,non-refundable
8404,4356,coach,407,refundable
8405,4356,first_class,973,non-refundable
8406,4356,first_class,1073,refundable
8407,4357,business,511,non-refundable
8408,4357,business,586,refundable
8409,4357,coach,248,non-refundable
8410,4357,coach,298,refundable
8411,4357,first_class,849,non-refundable
8412,4357,first_class,949,refundable
8413,4359,business,580,non-refundable
8414,4359,business,655,refundable
8415,4359,coach,351,non-refundable
8416,4359,coach,401,refundable
8417,4359,first_class,916,non-refundable
8418,4359,first_class,1016,refundable
8419,4363,business,573,non-refundable
8420,4363,business,648,refundable
8421,4363,coach,240,non-refundable
8422,4363,coach,290,refundable
8423,4363,first_class,877,non-refundable
8424,4363,first_class,977,refundable
8425,4364,business,508,non-refundable
8426,4364,business,583,refundable
8427,4364,coach,226,non-refundable
8428,4364,coach,276,refundable
8429,4364,first_class,898,non-refundable
8430,4364,first_class,998,refundable
8431,4366,business,545,non-refundable
8432,4366,business,620,refundable
8433,4366,coach,258,non-refundable
8434,4366,coach,308,refundable
8435,4366,first_class,886,non-refundable
8436,4366,first_class,986,refundable
8437,4370,business,619,non-refundable
8438,4370,business,694,refundable
8439,4370,coach,366,non-refundable
8440,4370,coach,416,refundable
8441,4370,first_class,918,non-refundable
8442,4370,first_class,1018,refundable
8443,4378,business,579,non-refundable
8444,4378,business,654,refundable
8445,4378,coach,228,non-refundable
8446,4378,coach,278,refundable
8447,4378,first_class,805,non-refundable
8448,4378,first_class,905,refundable
8449,4381,business,520,non-refundable
8450,4381,business,595,refundable
8451,4381,coach,370,non-refundable
8452,4381,coach,420,refundable
8453,4381,first_class,842,non-refundable
8454,4381,first_class,942,refundable
8455,4384,business,530,non-refundable
8456,4384,business,605,refundable
8457,4384,coach,357,non-refundable
8458,4384,coach,407,refundable
8459,4384,first_class,824,non-refundable
8460,4384,first_class,924,refundable
8461,4385,business,532,non-refundable
8462,4385,business,607,refundable
8463,4385,coach,250,non-refundable
8464,4385,coach,300,refundable
8465,4385,first_class,955,non-refundable
8466,4385,first_class,1055,refundable
8467,4391,business,516,non-refundable
8468,4391,business,591,refundable
8469,4391,coach,243,non-refundable
8470,4391,coach,293,refundable
8471,4391,first_class,906,non-refundable
8472,4391,first_class,1006,refundable
8473,4392,business,548,non-refundable
8474,4392,business,623,refundable
8475,4392,coach,383,non-refundable
8476,4392,coach,433,refundable
8477,4392,first_class,984,non-refundable
8478,4392,first_class,1084,refundable
8479,4394,business,577,non-refundable
8480,4394,business,652,refundable
8481,4394,coach,233,non-refundable
8482,4394,coach,283,refundable
8483,4394,first_class,908,non-refundable
8484,4394,first_class,1008,refundable
8485,4395,business,641,non-refundable
8486,4395,business,716,refundable
8487,4395,coach,249,non-refundable
8488,4395,coach,299,refundable
8489,4395,first_class,806,non-refundable
8490,4395,first_class,906,refundable
8491,4396,business,602,non-refundable
8492,4396,business,677,refundable
8493,4396,coach,394,non-refundable
8494,4396,coach,444,refundable
8495,4396,first_class,869,non-refundable
8496,4396,first_class,969,refundable
8497,4399,business,671,non-refundable
8498,4399,business,746,refundable
8499,4399,coach,338,non-refundable
8500,4399,coach,388,refundable
8501,4399,first_class,852,non-refundable
8502,4399,first_class,952,refundable
8503,4410,business,686,non-refundable
8504,4410,business,761,refundable
8505,4410,coach,259,non-refundable
8506,4410,coach,309,refundable
8507,4410,first_class,856,non-refundable
8508,4410,first_class,956,refundable
8509,4411,business,522,non-refundable
8510,4411,business,597,refundable
8511,4411,coach,233,non-refundable
8512,4411,coach,283,refundable
8513,4411,first_class,828,non-refundable
8514,4411,first_class,928,refundable
8515,4414,business,672,non-refundable
8516,4414,business,747,refundable
8517,4414,coach,382,non-refundable
8518,4414,coach,432,refundable
8519,4414,first_class,992,non-refundable
8520,4414,first_class,1092,refundable
8521,4415,business,632,non-refundable
8522,4415,business,707,refundable
8523,4415,coach,239,non-refundable
8524,4415,coach,289,refundable
8525,4415,first_class,827,non-refundable
8526,4415,first_class,927,refundable
8527,4416,business,671,non-refundable
8528,4416,business,746,refundable
8529,4416,coach,224,non-refundable
8530,4416,coach,274,refundable
8531,4416,first_class,895,non-refundable
8532,4416,first_class,995,refundable
8533,4421,business,635,non-refundable
8534,4421,business,710,refundable
8535,4421,coach,284,non-refundable
8536,4421,coach,334,refundable
8537,4421,first_class,837,non-refundable
8538,4421,first_class,937,refundable
8539,4422,business,574,non-refundable
8540,4422,business,649,refundable
8541,4422,coach,206,non-refundable
8542,4422,coach,256,refundable
8543,4422,first_class,826,non-refundable
8544,4422,first_class,926,refundable
8545,4425,business,676,non-refundable
8546,4425,business,751,refundable
8547,4425,coach,309,non-refundable
8548,4425,coach,359,refundable
8549,4425,first_class,869,non-refundable
8550,4425,first_class,969,refundable
8551,4426,business,538,non-refundable
8552,4426,business,613,refundable
8553,4426,coach,316,non-refundable
8554,4426,coach,366,refundable
8555,4426,first_class,915,non-refundable
8556,4426,first_class,1015,refundable
8557,4430,business,501,non-refundable
8558,4430,business,576,refundable
8559,4430,coach,270,non-refundable
8560,4430,coach,320,refundable
8561,4430,first_class,826,non-refundable
8562,4430,first_class,926,refundable
8563,4431,business,511,non-refundable
8564,4431,business,586,refundable
8565,4431,coach,208,non-refundable
8566,4431,coach,258,refundable
8567,4431,first_class,933,non-refundable
8568,4431,first_class,1033,refundable
8569,4432,business,565,non-refundable
8570,4432,business,640,refundable
8571,4432,coach,317,non-refundable
8572,4432,coach,367,refundable
8573,4432,first_class,872,non-refundable
8574,4432,first_class,972,refundable
8575,4443,business,526,non-refundable
8576,4443,business,601,refundable
8577,4443,coach,247,non-refundable
8578,4443,coach,297,refundable
8579,4443,first_class,995,non-refundable
8580,4443,first_class,1095,refundable
8581,4444,business,564,non-refundable
8582,4444,business,639,refundable
8583,4444,coach,259,non-refundable
8584,4444,coach,309,refundable
8585,4444,first_class,934,non-refundable
8586,4444,first_class,1034,refundable
8587,4445,business,660,non-refundable
8588,4445,business,735,refundable
8589,4445,coach,217,non-refundable
8590,4445,coach,267,refundable
8591,4445,first_class,826,non-refundable
8592,4445,first_class,926,refundable
8593,4447,business,633,non-refundable
8594,4447,business,708,refundable
8595,4447,coach,227,non-refundable
8596,4447,coach,277,refundable
8597,4447,first_class,963,non-refundable
8598,4447,first_class,1063,refundable
8599,4448,business,646,non-refundable
8600,4448,business,721,refundable
8601,4448,coach,273,non-refundable
8602,4448,coach,323,refundable
8603,4448,first_class,839,non-refundable
8604,4448,first_class,939,refundable
8605,4452,business,619,non-refundable
8606,4452,business,694,refundable
8607,4452,coach,289,non-refundable
8608,4452,coach,339,refundable
8609,4452,first_class,829,non-refundable
8610,4452,first_class,929,refundable
8611,4453,business,670,non-refundable
8612,4453,business,745,refundable
8613,4453,coach,336,non-refundable
8614,4453,coach,386,refundable
8615,4453,first_class,980,non-refundable
8616,4453,first_class,1080,refundable
8617,4454,business,570,non-refundable
8618,4454,business,645,refundable
8619,4454,coach,244,non-refundable
8620,4454,coach,294,refundable
8621,4454,first_class,971,non-refundable
8622,4454,first_class,1071,refundable
8623,4459,business,552,non-refundable
8624,4459,business,627,refundable
8625,4459,coach,288,non-refundable
8626,4459,coach,338,refundable
8627,4459,first_class,949,non-refundable
8628,4459,first_class,1049,refundable
8629,4462,business,684,non-refundable
8630,4462,business,759,refundable
8631,4462,coach,244,non-refundable
8632,4462,coach,294,refundable
8633,4462,first_class,873,non-refundable
8634,4462,first_class,973,refundable
8635,4463,business,513,non-refundable
8636,4463,business,588,refundable
8637,4463,coach,301,non-refundable
8638,4463,coach,351,refundable
8639,4463,first_class,817,non-refundable
8640,4463,first_class,917,refundable
8641,4467,business,668,non-refundable
8642,4467,business,743,refundable
8643,4467,coach,207,non-refundable
8644,4467,coach,257,refundable
8645,4467,first_class,913,non-refundable
8646,4467,first_class,1013,refundable
8647,4468,business,633,non-refundable
8648,4468,business,708,refundable
8649,4468,coach,276,non-refundable
8650,4468,coach,326,refundable
8651,4468,first_class,896,non-refundable
8652,4468,first_class,996,refundable
8653,4474,business,547,non-refundable
8654,4474,business,622,refundable
8655,4474,coach,264,non-refundable
8656,4474,coach,314,refundable
8657,4474,first_class,801,non-refundable
8658,4474,first_class,901,refundable
8659,4478,business,520,non-refundable
8660,4478,business,595,refundable
8661,4478,coach,353,non-refundable
8662,4478,coach,403,refundable
8663,4478,first_class,890,non-refundable
8664,4478,first_class,990,refundable
8665,4479,business,661,non-refundable
8666,4479,business,736,refundable
8667,4479,coach,359,non-refundable
8668,4479,coach,409,refundable
8669,4479,first_class,875,non-refundable
8670,4479,first_class,975,refundable
8671,4480,business,547,non-refundable
8672,4480,business,622,refundable
8673,4480,coach,389,non-refundable
8674,4480,coach,439,refundable
8675,4480,first_class,829,non-refundable
8676,4480,first_class,929,refundable
8677,4483,business,687,non-refundable
8678,4483,business,762,refundable
8679,4483,coach,250,non-refundable
8680,4483,coach,300,refundable
8681,4483,first_class,902,non-refundable
8682,4483,first_class,1002,refundable
8683,4484,business,574,non-refundable
8684,4484,business,649,refundable
8685,4484,coach,290,non-refundable
8686,4484,coach,340,refundable
8687,4484,first_class,966,non-refundable
8688,4484,first_class,1066,refundable
8689,4490,business,677,non-refundable
8690,4490,business,752,refundable
8691,4490,coach,359,non-refundable
8692,4490,coach,409,refundable
8693,4490,first_class,842,non-refundable
8694,4490,first_class,942,refundable
8695,4494,business,574,non-refundable
8696,4494,business,649,refundable
8697,4494,coach,391,non-refundable
8698,4494,coach,441,refundable
8699,4494,first_class,911,non-refundable
8700,4494,first_class,1011,refundable
8701,4495,business,547,non-refundable
8702,4495,business,622,refundable
8703,4495,coach,274,non-refundable
8704,4495,coach,324,refundable
8705,4495,first_class,968,non-refundable
8706,4495,first_class,1068,refundable
8707,4496,business,523,non-refundable
8708,4496,business,598,refundable
8709,4496,coach,328,non-refundable
8710,4496,coach,378,refundable
8711,4496,first_class,828,non-refundable
8712,4496,first_class,928,refundable
8713,4499,business,536,non-refundable
8714,4499,business,611,refundable
8715,4499,coach,344,non-refundable
8716,4499,coach,394,refundable
8717,4499,first_class,832,non-refundable
8718,4499,first_class,932,refundable
8719,4500,business,560,non-refundable
8720,4500,business,635,refundable
8721,4500,coach,380,non-refundable
8722,4500,coach,430,refundable
8723,4500,first_class,921,non-refundable
8724,4500,first_class,1021,refundable
8725,4501,business,629,non-refundable
8726,4501,business,704,refundable
8727,4501,coach,328,non-refundable
8728,4501,coach,378,refundable
8729,4501,first_class,936,non-refundable
8730,4501,first_class,1036,refundable
8731,4502,business,577,non-refundable
8732,4502,business,652,refundable
8733,4502,coach,205,non-refundable
8734,4502,coach,255,refundable
8735,4502,first_class,883,non-refundable
8736,4502,first_class,983,refundable
8737,4505,business,596,non-refundable
8738,4505,business,671,refundable
8739,4505,coach,300,non-refundable
8740,4505,coach,350,refundable
8741,4505,first_class,952,non-refundable
8742,4505,first_class,1052,refundable
8743,4512,business,697,non-refundable
8744,4512,business,772,refundable
8745,4512,coach,204,non-refundable
8746,4512,coach,254,refundable
8747,4512,first_class,808,non-refundable
8748,4512,first_class,908,refundable
8749,4513,business,530,non-refundable
8750,4513,business,605,refundable
8751,4513,coach,325,non-refundable
8752,4513,coach,375,refundable
8753,4513,first_class,910,non-refundable
8754,4513,first_class,1010,refundable
8755,4515,business,595,non-refundable
8756,4515,business,670,refundable
8757,4515,coach,298,non-refundable
8758,4515,coach,348,refundable
8759,4515,first_class,931,non-refundable
8760,4515,first_class,1031,refundable
8761,4519,business,555,non-refundable
8762,4519,business,630,refundable
8763,4519,coach,312,non-refundable
8764,4519,coach,362,refundable
8765,4519,first_class,808,non-refundable
8766,4519,first_class,908,refundable
8767,4523,business,508,non-refundable
8768,4523,business,583,refundable
8769,4523,coach,348,non-refundable
8770,4523,coach,398,refundable
8771,4523,first_class,927,non-refundable
8772,4523,first_class,1027,refundable
8773,4525,business,631,non-refundable
8774,4525,business,706,refundable
8775,4525,coach,371,non-refundable
8776,4525,coach,421,refundable
8777,4525,first_class,968,non-refundable
8778,4525,first_class,1068,refundable
8779,4526,business,583,non-refundable
8780,4526,business,658,refundable
8781,4526,coach,243,non-refundable
8782,4526,coach,293,refundable
8783,4526,first_class,983,non-refundable
8784,4526,first_class,1083,refundable
8785,4532,business,688,non-refundable
8786,4532,business,763,refundable
8787,4532,coach,208,non-refundable
8788,4532,coach,258,refundable
8789,4532,first_class,938,non-refundable
8790,4532,first_class,1038,refundable
8791,4533,business,651,non-refundable
8792,4533,business,726,refundable
8793,4533,coach,236,non-refundable
8794,4533,coach,286,refundable
8795,4533,first_class,942,non-refundable
8796,4533,first_class,1042,refundable
8797,4538,business,503,non-refundable
8798,4538,business,578,refundable
8799,4538,coach,385,non-refundable
8800,4538,coach,435,refundable
8801,4538,first_class,885,non-refundable
8802,4538,first_class,985,refundable
8803,4539,business,654,non-refundable
8804,4539,business,729,refundable
8805,4539,coach,347,non-refundable
8806,4539,coach,397,refundable
8807,4539,first_class,883,non-refundable
8808,4539,first_class,983,refundable
8809,4542,business,524,non-refundable
8810,4542,business,599,refundable
8811,4542,coach,270,non-refundable
8812,4542,coach,320,refundable
8813,4542,first_class,861,non-refundable
8814,4542,first_class,961,refundable
8815,4546,business,501,non-refundable
8816,4546,business,576,refundable
8817,4546,coach,278,non-refundable
8818,4546,coach,328,refundable
8819,4546,first_class,913,non-refundable
8820,4546,first_class,1013,refundable
8821,4547,business,664,non-refundable
8822,4547,business,739,refundable
8823,4547,coach,388,non-refundable
8824,4547,coach,438,refundable
8825,4547,first_class,847,non-refundable
8826,4547,first_class,947,refundable
8827,4549,business,572,non-refundable
8828,4549,business,647,refundable
8829,4549,coach,367,non-refundable
8830,4549,coach,417,refundable
8831,4549,first_class,903,non-refundable
8832,4549,first_class,1003,refundable
8833,4552,business,684,non-refundable
8834,4552,business,759,refundable
8835,4552,coach,356,non-refundable
8836,4552,coach,406,refundable
8837,4552,first_class,973,non-refundable
8838,4552,first_class,1073,refundable
8839,4553,business,686,non-refundable
8840,4553,business,761,refundable
8841,4553,coach,393,non-refundable
8842,4553,coach,443,refundable
8843,4553,first_class,944,non-refundable
8844,4553,first_class,1044,refundable
8845,4554,business,675,non-refundable
8846,4554,business,750,refundable
8847,4554,coach,319,non-refundable
8848,4554,coach,369,refundable
8849,4554,first_class,814,non-refundable
8850,4554,first_class,914,refundable
8851,4555,business,520,non-refundable
8852,4555,business,595,refundable
8853,4555,coach,303,non-refundable
8854,4555,coach,353,refundable
8855,4555,first_class,991,non-refundable
8856,4555,first_class,1091,refundable
8857,4558,business,526,non-refundable
8858,4558,business,601,refundable
8859,4558,coach,232,non-refundable
8860,4558,coach,282,refundable
8861,4558,first_class,928,non-refundable
8862,4558,first_class,1028,refundable
8863,4560,business,564,non-refundable
8864,4560,business,639,refundable
8865,4560,coach,222,non-refundable
8866,4560,coach,272,refundable
8867,4560,first_class,945,non-refundable
8868,4560,first_class,1045,refundable
8869,4561,business,670,non-refundable
8870,4561,business,745,refundable
8871,4561,coach,226,non-refundable
8872,4561,coach,276,refundable
8873,4561,first_class,805,non-refundable
8874,4561,first_class,905,refundable
8875,4562,business,541,non-refundable
8876,4562,business,616,refundable
8877,4562,coach,371,non-refundable
8878,4562,coach,421,refundable
8879,4562,first_class,991,non-refundable
8880,4562,first_class,1091,refundable
8881,4563,business,692,non-refundable
8882,4563,business,767,refundable
8883,4563,coach,264,non-refundable
8884,4563,coach,314,refundable
8885,4563,first_class,968,non-refundable
8886,4563,first_class,1068,refundable
8887,4567,business,673,non-refundable
8888,4567,business,748,refundable
8889,4567,coach,371,non-refundable
8890,4567,coach,421,refundable
8891,4567,first_class,920,non-refundable
8892,4567,first_class,1020,refundable
8893,4569,business,550,non-refundable
8894,4569,business,625,refundable
8895,4569,coach,279,non-refundable
8896,4569,coach,329,refundable
8897,4569,first_class,832,non-refundable
8898,4569,first_class,932,refundable
8899,4572,business,606,non-refundable
8900,4572,business,681,refundable
8901,4572,coach,357,non-refundable
8902,4572,coach,407,refundable
8903,4572,first_class,967,non-refundable
8904,4572,first_class,1067,refundable
8905,4574,business,592,non-refundable
8906,4574,business,667,refundable
8907,4574,coach,271,non-refundable
8908,4574,coach,321,refundable
8909,4574,first_class,807,non-refundable
8910,4574,first_class,907,refundable
8911,4580,business,509,non-refundable
8912,4580,business,584,refundable
8913,4580,coach,201,non-refundable
8914,4580,coach,251,refundable
8915,4580,first_class,969,non-refundable
8916,4580,first_class,1069,refundable
8917,4582,business,513,non-refundable
8918,4582,business,588,refundable
8919,4582,coach,294,non-refundable
8920,4582,coach,344,refundable
8921,4582,first_class,976,non-refundable
8922,4582,first_class,1076,refundable
8923,4584,business,631,non-refundable
8924,4584,business,706,refundable
8925,4584,coach,298,non-refundable
8926,4584,coach,348,refundable
8927,4584,first_class,949,non-refundable
8928,4584,first_class,1049,refundable
8929,4585,business,571,non-refundable
8930,4585,business,646,refundable
8931,4585,coach,230,non-refundable
8932,4585,coach,280,refundable
8933,4585,first_class,989,non-refundable
8934,4585,first_class,1089,refundable
8935,4586,business,607,non-refundable
8936,4586,business,682,refundable
8937,4586,coach,238,non-refundable
8938,4586,coach,288,refundable
8939,4586,first_class,827,non-refundable
8940,4586,first_class,927,refundable
8941,4594,business,503,non-refundable
8942,4594,business,578,refundable
8943,4594,coach,346,non-refundable
8944,4594,coach,396,refundable
8945,4594,first_class,872,non-refundable
8946,4594,first_class,972,refundable
8947,4595,business,656,non-refundable
8948,4595,business,731,refundable
8949,4595,coach,352,non-refundable
8950,4595,coach,402,refundable
8951,4595,first_class,890,non-refundable
8952,4595,first_class,990,refundable
8953,4596,business,539,non-refundable
8954,4596,business,614,refundable
8955,4596,coach,275,non-refundable
8956,4596,coach,325,refundable
8957,4596,first_class,888,non-refundable
8958,4596,first_class,988,refundable
8959,4598,business,649,non-refundable
8960,4598,business,724,refundable
8961,4598,coach,243,non-refundable
8962,4598,coach,293,refundable
8963,4598,first_class,904,non-refundable
8964,4598,first_class,1004,refundable
8965,4599,business,603,non-refundable
8966,4599,business,678,refundable
8967,4599,coach,287,non-refundable
8968,4599,coach,337,refundable
8969,4599,first_class,889,non-refundable
8970,4599,first_class,989,refundable
8971,4602,business,592,non-refundable
8972,4602,business,667,refundable
8973,4602,coach,311,non-refundable
8974,4602,coach,361,refundable
8975,4602,first_class,877,non-refundable
8976,4602,first_class,977,refundable
8977,4605,business,671,non-refundable
8978,4605,business,746,refundable
8979,4605,coach,281,non-refundable
8980,4605,coach,331,refundable
8981,4605,first_class,902,non-refundable
8982,4605,first_class,1002,refundable
8983,4606,business,515,non-refundable
8984,4606,business,590,refundable
8985,4606,coach,221,non-refundable
8986,4606,coach,271,refundable
8987,4606,first_class,893,non-refundable
8988,4606,first_class,993,refundable
8989,4607,business,679,non-refundable
8990,4607,business,754,refundable
8991,4607,coach,316,non-refundable
8992,4607,coach,366,refundable
8993,4607,first_class,931,non-refundable
8994,4607,first_class,1031,refundable
8995,4608,business,519,non-refundable
8996,4608,business,594,refundable
8997,4608,coach,292,non-refundable
8998,4608,coach,342,refundable
8999,4608,first_class,814,non-refundable
9000,4608,first_class,914,refundable
9001,4612,business,596,non-refundable
9002,4612,business,671,refundable
9003,4612,coach,359,non-refundable
